id,y
0,60.5156
1,76.3248
2,69.9106
3,74.9605
4,70.9899
5,57.7881
6,63.5817
7,73.4819
8,68.1661
9,62.0671
10,75.7371
11,76.2677
12,61.3343
13,70.6196
14,75.4457
15,66.0568
16,75.4998
17,70.7980
18,65.6491
19,65.4131
20,63.6511
21,58.2132
22,77.7317
23,80.0473
24,66.6026
25,72.7830
26,75.1623
27,75.2845
28,69.9691
29,66.7443
30,63.7900
31,74.2973
32,68.7855
33,69.2349
34,69.4671
35,61.9208
36,64.1820
37,76.8096
38,66.7985
39,68.6965
40,66.8499
41,66.5831
42,71.1466
43,72.8609
44,56.1894
45,73.6550
46,63.1284
47,78.2753
48,76.5044
49,79.4806
50,80.6227
51,65.6857
52,79.8983
53,76.9833
54,78.0718
55,79.6631
56,75.3695
57,73.7372
58,66.7916
59,72.0260
60,72.4946
61,69.9081
62,68.7542
63,73.4663
64,78.0437
65,64.2071
66,71.8005
67,57.7422
68,78.8825
69,80.7534
70,65.4202
71,75.5072
72,70.9124
73,75.7898
74,62.8249
75,63.8428
76,76.3300
77,66.8558
78,73.9072
79,59.5061
80,79.8751
81,74.2917
82,71.0209
83,66.5031
84,75.7521
85,72.4135
86,68.5793
87,65.8847
88,67.3649
89,60.5842
90,64.0942
91,70.1096
92,73.4310
93,66.5769
94,71.8237
95,79.8040
96,71.1169
97,58.3889
98,56.0364
99,76.7572
100,74.0982
101,68.2239
102,58.3062
103,77.8045
104,78.7529
105,62.2971
106,69.1825
107,79.6848
108,72.6637
109,75.1191
110,70.9033
111,67.2274
112,69.0246
113,70.8625
114,63.3998
115,83.8271
116,72.0142
117,74.0015
118,72.0345
119,76.7445
120,76.0723
121,68.5087
122,70.4184
123,80.9041
124,75.9420
125,72.5085
126,57.1015
127,70.2128
128,78.4659
129,74.4946
130,75.8500
131,63.1724
132,74.4637
133,72.8866
134,71.3875
135,74.4198
136,63.9839
137,73.5238
138,64.8644
139,81.1703
140,78.2860
141,70.3702
142,76.9233
143,65.4325
144,69.9428
145,61.3247
146,69.0633
147,75.9607
148,77.3577
149,70.9046
150,63.5821
151,74.9417
152,64.9299
153,71.5397
154,60.1554
155,65.9549
156,69.2278
157,68.1240
158,80.2350
159,67.6569
160,81.7980
161,62.8868
162,62.5822
163,64.1328
164,77.6188
165,68.3897
166,72.2573
167,68.6682
168,68.1299
169,74.2087
170,78.2532
171,70.1859
172,70.5652
173,77.7693
174,74.4548
175,66.3227
176,68.9452
177,61.6590
178,78.7027
179,68.4823
180,71.3558
181,63.2297
182,67.4230
183,76.1618
184,79.6508
185,60.7161
186,69.4011
187,70.3266
188,83.8635
189,77.5981
190,54.4107
191,62.8701
192,75.6324
193,56.2645
194,76.4387
195,57.9822
196,62.0457
197,74.5006
198,78.6253
199,75.8173
200,74.6502
201,69.6742
202,75.1497
203,67.8309
204,64.4440
205,75.5106
206,58.2984
207,75.0771
208,60.8536
209,79.3934
210,67.9651
211,64.6726
212,74.7240
213,73.7626
214,78.8122
215,63.3308
216,71.1002
217,66.9476
218,59.8618
219,78.3333
220,64.6162
221,70.2320
222,67.7349
223,70.2404
224,68.6768
225,70.0032
226,71.6241
227,73.8136
228,71.8271
229,65.2816
230,58.7089
231,55.8898
232,72.1681
233,65.2491
234,71.5995
235,64.0797
236,79.0708
237,69.3702
238,73.7668
239,73.0369
240,61.2494
241,64.9413
242,64.7951
243,65.3350
244,66.0638
245,76.1955
246,58.6563
247,69.4281
248,72.7381
249,68.7629
250,72.7648
251,54.2645
252,79.3298
253,72.1417
254,78.4964
255,79.2180
256,58.6844
257,60.6600
258,66.9920
259,76.6537
260,67.8495
261,78.3041
262,69.5279
263,78.4329
264,57.7910
265,73.7063
266,64.0237
267,66.0332
268,80.5529
269,61.6813
270,62.3052
271,82.5438
272,77.2977
273,74.5426
274,78.6716
275,64.4243
276,56.4394
277,75.3464
278,77.6751
279,78.6554
280,70.6967
281,59.3689
282,80.2904
283,73.3143
284,78.8008
285,60.9107
286,76.8686
287,78.3475
288,62.5591
289,70.0449
290,64.1593
291,80.8318
292,72.8611
293,75.3623
294,74.0210
295,68.8265
296,66.4037
297,78.3489
298,73.8039
299,66.7068
300,64.7761
301,79.5872
302,54.6686
303,61.5907
304,68.4713
305,66.9588
306,76.1913
307,64.2375
308,78.6655
309,75.3452
310,71.0714
311,66.7273
312,71.3485
313,66.3154
314,81.3293
315,67.8109
316,74.6749
317,54.9115
318,66.6744
319,76.9495
320,67.4906
321,54.1673
322,74.2245
323,60.5346
324,59.5937
325,69.2890
326,81.2529
327,79.4965
328,66.2360
329,64.0356
330,62.6465
331,68.1631
332,79.3465
333,77.4618
334,76.6149
335,69.1461
336,62.2386
337,56.4094
338,80.4386
339,70.5593
340,75.9092
341,74.4235
342,70.3677
343,77.2989
344,72.4136
345,70.1106
346,80.1630
347,65.7455
348,78.7740
349,64.8712
350,69.4753
351,75.4637
352,70.1434
353,75.2556
354,64.9571
355,66.5530
356,69.7852
357,64.6915
358,58.4120
359,78.2486
360,68.0147
361,75.7588
362,63.0381
363,79.5721
364,71.9143
365,77.1004
366,72.5443
367,60.5022
368,73.5538
369,60.1900
370,77.7043
371,66.1310
372,70.5728
373,75.4249
374,68.5062
375,69.4597
376,75.3256
377,74.0284
378,62.4658
379,75.4236
380,68.9922
381,74.1586
382,68.5827
383,79.7497
384,63.3389
385,77.1362
386,71.5641
387,57.2283
388,63.5948
389,66.4019
390,60.4292
391,61.7713
392,68.7852
393,65.5366
394,58.4533
395,67.2181
396,76.9775
397,63.8925
398,64.0557
399,58.0996
400,69.2720
401,64.4566
402,64.9505
403,77.4241
404,76.3456
405,67.1229
406,69.9923
407,66.3556
408,59.9728
409,59.4306
410,76.1380
411,57.7525
412,62.3928
413,77.3961
414,72.9303
415,58.3888
416,64.4524
417,60.8917
418,61.8689
419,67.9946
420,64.3723
421,63.7263
422,82.3261
423,61.8436
424,80.2970
425,61.1337
426,73.2919
427,64.5135
428,74.6144
429,73.3695
430,73.0742
431,65.4803
432,67.6499
433,77.3145
434,68.5484
435,65.0886
436,58.9809
437,60.5809
438,81.3189
439,58.0817
440,74.3750
441,71.9966
442,72.5245
443,67.1067
444,74.8033
445,65.0010
446,74.4966
447,60.2043
448,73.6545
449,62.4917
450,71.8234
451,76.1520
452,65.5342
453,59.3934
454,71.7392
455,73.1480
456,61.4875
457,56.5047
458,66.3805
459,60.2755
460,68.2370
461,58.1495
462,58.9671
463,75.5699
464,64.0608
465,68.4304
466,76.7370
467,71.8414
468,67.5719
469,66.6743
470,67.2286
471,62.7429
472,77.1704
473,69.7713
474,64.2066
475,62.0817
476,62.2608
477,76.3625
478,67.1702
479,79.2971
480,59.5428
481,55.0952
482,64.3915
483,67.7099
484,59.9591
485,80.3494
486,56.5404
487,64.4040
488,79.9607
489,57.1861
490,75.3016
491,71.4050
492,55.9303
493,71.2301
494,68.6667
495,71.1828
496,58.0810
497,77.9151
498,56.7714
499,76.5548
500,56.1737
501,62.1568
502,77.4221
503,61.2593
504,78.4409
505,76.0603
506,65.4123
507,59.1232
508,60.9102
509,72.6061
510,77.8890
511,73.7820
512,73.6085
513,64.5763
514,75.3651
515,67.2414
516,79.0715
517,66.3339
518,65.6326
519,69.5347
520,80.4213
521,60.0775
522,70.7221
523,68.8736
524,76.9282
525,59.6570
526,72.2243
527,80.9766
528,62.6184
529,61.5680
530,79.7412
531,68.4111
532,61.9221
533,64.5801
534,60.9761
535,57.4325
536,78.6832
537,63.1226
538,74.0695
539,82.3366
540,63.0901
541,63.9650
542,63.3009
543,73.2358
544,78.9580
545,74.8281
546,71.8121
547,73.5745
548,77.7845
549,73.5138
550,67.9472
551,61.5113
552,71.1505
553,74.9495
554,57.1663
555,79.1044
556,78.1762
557,60.9751
558,79.9364
559,72.2920
560,68.4238
561,77.8774
562,78.0395
563,79.0132
564,67.6311
565,66.6409
566,71.0149
567,61.1520
568,76.0461
569,73.1412
570,79.6787
571,57.1982
572,78.1174
573,77.1638
574,61.8776
575,71.8498
576,76.0030
577,60.2401
578,81.6895
579,82.3301
580,73.0209
581,80.2180
582,57.9612
583,56.9804
584,55.8582
585,79.2972
586,64.1883
587,77.0110
588,74.6184
589,60.1026
590,62.8081
591,70.7806
592,57.8518
593,78.7464
594,71.9694
595,81.2160
596,74.2891
597,80.1344
598,58.7090
599,57.4783
600,72.3436
601,63.2929
602,59.9514
603,77.5391
604,58.5691
605,67.9103
606,62.1440
607,70.2889
608,64.5621
609,75.0456
610,74.7216
611,64.8675
612,79.6871
613,56.6891
614,67.1820
615,74.9296
616,80.3382
617,57.3853
618,65.9045
619,83.4083
620,76.5958
621,80.0561
622,60.1917
623,69.7940
624,78.9441
625,77.7973
626,75.7249
627,82.4292
628,62.0042
629,54.7451
630,79.9512
631,70.2367
632,77.2635
633,61.3129
634,62.6712
635,73.3381
636,69.9608
637,81.2559
638,77.2811
639,67.8301
640,59.9515
641,81.7438
642,78.2096
643,71.9425
644,75.0034
645,64.9625
646,69.9854
647,65.8519
648,70.3711
649,74.8522
650,74.4250
651,69.3157
652,65.0440
653,69.8481
654,74.3747
655,65.3080
656,72.4250
657,65.0896
658,56.9049
659,68.2912
660,73.4225
661,57.7377
662,73.2240
663,71.7412
664,70.9093
665,58.1715
666,64.7761
667,79.4222
668,62.3731
669,70.0771
670,72.0087
671,76.6523
672,62.0083
673,56.9871
674,65.2085
675,62.6510
676,72.7932
677,68.0069
678,67.6259
679,84.0409
680,72.1654
681,77.4363
682,75.3617
683,72.6502
684,71.0908
685,63.7988
686,72.9263
687,72.4800
688,74.6904
689,65.5946
690,79.5994
691,69.2624
692,62.2777
693,79.3247
694,62.3517
695,68.9156
696,78.2390
697,68.9573
698,70.3209
699,70.1734
700,61.9860
701,77.0663
702,68.3963
703,62.2795
704,79.0362
705,60.7382
706,73.6338
707,63.8127
708,70.0812
709,74.2398
710,74.8270
711,80.7423
712,68.9716
713,62.2609
714,82.4220
715,83.2823
716,69.6695
717,72.6401
718,63.8494
719,66.2561
720,64.4196
721,72.9489
722,73.5702
723,54.3972
724,61.8940
725,69.2880
726,71.9180
727,68.2219
728,79.8474
729,73.2374
730,59.6641
731,73.1078
732,73.0554
733,80.8733
734,61.5675
735,61.3558
736,75.3415
737,65.5358
738,64.3460
739,64.5623
740,77.2401
741,73.8538
742,64.7783
743,78.8821
744,70.1383
745,72.8926
746,71.4871
747,78.9960
748,61.6223
749,72.1011
750,67.6075
751,52.2433
752,65.4452
753,62.6063
754,69.9604
755,60.9661
756,60.6768
757,71.0691
758,64.7011
759,71.1522
760,72.3365
761,56.7190
762,77.4626
763,64.0241
764,73.9925
765,76.6184
766,66.6419
767,69.4640
768,56.4614
769,76.7891
770,79.3548
771,65.4279
772,71.1428
773,75.4699
774,71.5448
775,60.2266
