id,y
0,57.0400
1,76.5000
2,71.8200
3,79.9700
4,70.1600
5,54.4000
6,65.2600
7,73.7100
8,65.7100
9,59.6000
10,77.0500
11,76.8500
12,58.1600
13,72.1500
14,75.3800
15,66.6700
16,77.2000
17,70.4100
18,64.7000
19,64.2800
20,62.5000
21,53.5300
22,74.5500
23,80.9600
24,69.5300
25,73.3700
26,76.7100
27,74.9200
28,71.2600
29,67.2500
30,65.6700
31,73.9400
32,71.3200
33,68.1100
34,67.1900
35,58.0300
36,63.9100
37,77.6200
38,63.1000
39,68.1600
40,64.1700
41,65.5200
42,73.6400
43,71.5000
44,56.2400
45,74.5700
46,62.1700
47,74.7900
48,73.8800
49,78.8600
50,75.3700
51,65.1800
52,80.3900
53,77.1200
54,73.6000
55,84.5700
56,73.4100
57,75.8000
58,67.2700
59,70.9400
60,75.5100
61,66.4800
62,67.3600
63,78.0800
64,76.5100
65,64.7000
66,71.9700
67,56.6800
68,76.5500
69,80.9400
70,66.1700
71,75.7900
72,68.7400
73,72.1100
74,62.0100
75,64.1600
76,77.8300
77,67.1300
78,72.7800
79,56.0000
80,80.1500
81,74.9000
82,73.3100
83,65.0000
84,79.2500
85,71.8700
86,67.0900
87,68.1300
88,70.6900
89,54.3100
90,68.5000
91,72.6600
92,72.0100
93,62.5200
94,73.7600
95,81.6400
96,72.6300
97,55.4500
98,54.4700
99,76.4100
100,71.7200
101,67.6400
102,56.4900
103,77.2500
104,81.4700
105,63.7500
106,67.1200
107,80.0300
108,70.3600
109,72.8700
110,70.5600
111,67.8200
112,67.6900
113,65.8700
114,62.9000
115,84.7700
116,74.7500
117,72.7800
118,72.9700
119,78.7300
120,73.3100
121,69.9900
122,67.9700
123,82.1800
124,76.2100
125,74.3400
126,58.9200
127,69.2800
128,80.4400
129,75.1800
130,75.8600
131,64.6400
132,78.7300
133,73.0500
134,73.0100
135,74.7800
136,62.4000
137,73.2800
138,64.9100
139,84.3500
140,78.9400
141,71.2500
142,70.6000
143,66.0500
144,70.3400
145,59.3700
146,72.1600
147,73.7200
148,77.0400
149,70.0800
150,65.2200
151,73.5100
152,66.3800
153,72.2100
154,61.5800
155,63.3900
156,73.5100
157,68.5400
158,86.3900
159,67.0700
160,85.3500
161,61.2900
162,66.7000
163,66.7000
164,75.9300
165,69.7200
166,69.4700
167,70.1900
168,66.4000
169,72.7600
170,80.3300
171,66.3200
172,73.1200
173,73.0800
174,74.6000
175,67.7700
176,66.6400
177,59.5800
178,78.0100
179,66.4000
180,72.9500
181,65.3800
182,66.7700
183,74.8200
184,82.7700
185,61.4800
186,69.1400
187,68.6200
188,86.1300
189,74.4900
190,54.0900
191,64.3600
192,73.7900
193,55.9400
194,73.7400
195,55.7900
196,58.1200
197,75.8400
198,73.7400
199,78.2500
200,78.2900
201,70.5700
202,73.6000
203,68.3900
204,62.2600
205,77.3800
206,55.9500
207,75.0300
208,58.6700
209,81.3500
210,67.2000
211,62.3500
212,76.3900
213,79.2500
214,74.6500
215,63.1000
216,66.4900
217,68.2900
218,58.2100
219,77.2300
220,62.5400
221,69.8300
222,71.9800
223,70.4800
224,69.0600
225,69.8700
226,71.4000
227,73.6200
228,72.6200
229,62.5900
230,57.9500
231,52.6600
232,75.1700
233,56.9400
234,69.9900
235,62.0800
236,82.7100
237,69.9500
238,74.6300
239,74.2300
240,60.2900
241,61.1300
242,67.3200
243,66.3300
244,59.9200
245,77.8800
246,58.4200
247,71.9400
248,74.2700
249,68.2400
250,74.8400
251,57.9500
252,79.2900
253,70.2300
254,77.8900
255,81.9700
256,54.5600
257,59.6500
258,66.4400
259,77.3600
260,67.7000
261,80.1000
262,66.5500
263,79.3000
264,56.7300
265,72.4300
266,66.5300
267,67.8000
268,81.8000
269,59.0000
270,61.5600
271,84.2800
272,75.8200
273,77.2200
274,79.5800
275,65.2200
276,54.5600
277,78.0100
278,78.5500
279,80.7200
280,73.3800
281,57.0200
282,82.8200
283,77.8600
284,80.7800
285,59.4500
286,79.7800
287,77.4000
288,60.7900
289,68.2500
290,63.2400
291,79.4300
292,71.4800
293,76.8700
294,76.0400
295,73.3700
296,65.5600
297,81.4200
298,77.5300
299,70.0600
300,66.8300
301,82.1600
302,52.6700
303,63.1000
304,71.5700
305,67.2800
306,74.9000
307,66.2100
308,79.2000
309,75.3100
310,71.6300
311,62.5700
312,73.5300
313,63.8500
314,85.5300
315,67.2000
316,74.0500
317,52.9400
318,68.6000
319,75.9700
320,67.1300
321,53.5500
322,74.4200
323,62.2200
324,53.9900
325,71.4100
326,82.0300
327,82.4100
328,62.4800
329,63.3300
330,63.7900
331,68.4200
332,78.9700
333,79.7900
334,76.3400
335,66.8400
336,61.5800
337,56.1900
338,84.1600
339,70.5000
340,72.4200
341,76.1700
342,71.2100
343,81.4900
344,71.4900
345,66.7800
346,79.1100
347,68.4800
348,81.3900
349,67.5300
350,68.3800
351,73.6100
352,71.9800
353,74.0800
354,65.5100
355,68.7200
356,70.6900
357,63.5900
358,54.4100
359,77.4900
360,71.7400
361,76.8700
362,55.5100
363,80.5000
364,73.5000
365,77.8500
366,72.3200
367,60.0600
368,75.0300
369,58.3200
370,81.3500
371,68.3700
372,71.0300
373,72.8200
374,69.2400
375,71.4100
376,78.9100
377,74.4300
378,61.2900
379,75.8400
380,69.5600
381,72.9500
382,69.7500
383,82.7900
384,64.1900
385,76.6000
386,71.3400
387,54.4400
388,61.4000
389,67.0500
390,60.4100
391,58.2400
392,70.1900
393,66.1900
394,55.0600
395,66.2300
396,81.5600
397,62.8500
398,62.5000
